annual,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dic,geojson,geom
9.313,10.843,9.765,9.801,9.485,8.025,7.483,6.981,8.214,8.971,10.62,10.832,10.737,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.7807006835938,-24.4776897430418],[-68.1297302246094,-24.5454502105711],[-68.2027587890625,-24.2280597686765],[-67.855712890625,-24.160949707031],[-67.7807006835938,-24.4776897430418]]]]}",0106000020E6100000010000000103000000010000000500000000000000F7F150C0D2FFFFDF497A38C0000000804D0851C0C6FFFF9FA28B38C0FEFFFFFFF90C51C0C4FFFF1F623A38C0FEFFFFFFC3F650C0C0FFFFFF332938C000000000F7F150C0D2FFFFDF497A38C0
9.777,11.61,10.418,10.006,9.815,8.319,7.659,7.528,8.576,9.524,10.973,11.569,11.332,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.1297302246094,-24.5454502105711],[-68.4796829223632,-24.6113300323484],[-68.5506591796875,-24.293300628662],[-68.2027587890625,-24.2280597686765],[-68.1297302246094,-24.5454502105711]]]]}",0106000020E61000000100000001030000000100000005000000000000804D0851C0C6FFFF9FA28B38C0FCFFFF1FB31E51C0C2FFFF1F809C38C0FEFFFFFF3D2351C0D4FFFFBF154B38C0FEFFFFFFF90C51C0C4FFFF1F623A38C0000000804D0851C0C6FFFF9FA28B38C0
9.709,11.195,10.215,9.795,9.709,8.53,7.924,7.99,8.655,9.527,10.879,11.107,10.984,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.0558166503906,-24.8638992309569],[-68.4078369140625,-24.9304103851317],[-68.4796829223632,-24.6113300323484],[-68.1297302246094,-24.5454502105711],[-68.0558166503906,-24.8638992309569]]]]}",0106000020E6100000010000000103000000010000000500000000000080920351C0D8FFFF7F28DD38C0000000001A1A51C0D6FFFF5F2FEE38C0FCFFFF1FB31E51C0C2FFFF1F809C38C0000000804D0851C0C6FFFF9FA28B38C000000080920351C0D8FFFF7F28DD38C0
9.652,11.173,10.115,9.699,9.615,8.527,7.979,7.978,8.734,9.4,10.619,11.042,10.951,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.9809875488282,-25.183380126953],[-68.3350830078125,-25.250549316406],[-68.4078369140625,-24.9304103851317],[-68.0558166503906,-24.8638992309569],[-67.9809875488282,-25.183380126953]]]]}",0106000020E6100000010000000103000000010000000500000002000080C8FE50C0D8FFFFFFF12E39C002000000721551C0C6FFFFFF234039C0000000001A1A51C0D6FFFF5F2FEE38C000000080920351C0D8FFFF7F28DD38C002000080C8FE50C0D8FFFFFFF12E39C0
9.772,11.487,10.555,10.021,9.685,8.444,7.795,7.932,8.702,9.573,10.915,11.167,10.989,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.9052429199219,-25.5039100646971],[-68.2614135742187,-25.5717391967771],[-68.3350830078125,-25.250549316406],[-67.9809875488282,-25.183380126953],[-67.9052429199219,-25.5039100646971]]]]}",0106000020E6100000010000000103000000010000000500000000000080EFF950C0D8FFFF3F008139C0FEFFFFFFBA1051C0C4FFFF7F5D9239C002000000721551C0C6FFFFFF234039C002000080C8FE50C0D8FFFFFFF12E39C000000080EFF950C0D8FFFF3F008139C0
9.531,11.643,10.627,9.937,9.497,7.842,7.146,7.108,8.13,9.329,10.804,11.188,11.121,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.2614135742187,-25.5717391967771],[-68.6185302734375,-25.6376094818113],[-68.6900634765624,-25.3157806396482],[-68.3350830078125,-25.250549316406],[-68.2614135742187,-25.5717391967771]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFBA1051C0C4FFFF7F5D9239C002000000962751C0CAFFFF5F3AA339C0FCFFFFFF292C51C0C6FFFFFFD65039C002000000721551C0C6FFFFFF234039C0FEFFFFFFBA1051C0C4FFFF7F5D9239C0
9.183,9.527,8.849,8.89,9.162,8.814,8.211,8.535,8.808,9.569,10.211,9.862,9.765,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.5587768554688,-23.5610408782957],[-66.900146484375,-23.6348094940184],[-66.979248046875,-23.3221492767332],[-66.6397705078125,-23.2490806579588],[-66.5587768554688,-23.5610408782957]]]]}",0106000020E6100000010000000103000000010000000500000002000000C3A350C0C0FFFF5FA08F37C0000000009CB950C0CCFFFFDF82A237C002000000ACBE50C0C0FFFF5F785237C0FEFFFFFFF1A850C0C8FFFFBFC33F37C002000000C3A350C0C0FFFF5FA08F37C0
9.062,9.151,8.748,9.003,9.133,8.707,8.167,8.788,8.682,9.368,9.98,9.594,9.43,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.134521484375,-23.797710418701],[-66.4768371582031,-23.8740005493162],[-66.5587768554688,-23.5610408782957],[-66.2183837890625,-23.4854602813719],[-66.134521484375,-23.797710418701]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF9B8850C0C4FFFFBF36CC37C000000080849E50C0C2FFFF7FBEDF37C002000000C3A350C0C0FFFF5FA08F37C000000000FA8D50C0CCFFFF1F477C37C0FEFFFFFF9B8850C0C4FFFFBF36CC37C0
9.306,9.585,9.075,9.176,9.301,8.821,8.336,8.612,8.894,9.778,10.361,9.891,9.85,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.4768371582031,-23.8740005493162],[-66.8201293945312,-23.9484901428221],[-66.900146484375,-23.6348094940184],[-66.5587768554688,-23.5610408782957],[-66.4768371582031,-23.8740005493162]]]]}",0106000020E6100000010000000103000000010000000500000000000080849E50C0C2FFFF7FBEDF37C0FEFFFFFF7CB450C0C4FFFF3FD0F237C0000000009CB950C0CCFFFFDF82A237C002000000C3A350C0C0FFFF5FA08F37C000000080849E50C0C2FFFF7FBEDF37C0
9.235,9.351,9.026,9.136,9.486,8.554,8.238,8.378,8.886,9.77,10.396,9.925,9.685,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.3938903808594,-24.1879806518553],[-66.739143371582,-24.2631797790526],[-66.8201293945312,-23.9484901428221],[-66.4768371582031,-23.8740005493162],[-66.3938903808594,-24.1879806518553]]]]}",0106000020E6100000010000000103000000010000000500000002000080359950C0CAFFFF7F1F3038C0FEFFFF1F4EAF50C0D8FFFFBF5F4338C0FEFFFFFF7CB450C0C4FFFF3FD0F237C000000080849E50C0C2FFFF7FBEDF37C002000080359950C0CAFFFF7F1F3038C0
8.895,9.144,8.624,9.229,9.298,8.126,7.521,7.695,8.531,9.347,10.306,9.626,9.298,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.2249832153321,-24.8189392089842],[-66.5741882324219,-24.895610809326],[-66.6571731567383,-24.5788803100584],[-66.3099365234375,-24.5029602050779],[-66.2249832153321,-24.8189392089842]]]]}",0106000020E6100000010000000103000000010000000500000002000020668E50C0CCFFFFFFA5D138C000000080BFA450C0CCFFFFBF46E538C0000000200FAA50C0C8FFFF7F319438C000000000D69350C0C6FFFFFFC18038C002000020668E50C0CCFFFFFFA5D138C0
9.436,10.216,9.696,9.875,9.575,8.478,8.027,8.311,8.674,9.387,10.388,10.23,10.375,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.5741882324219,-24.895610809326],[-66.9244079589844,-24.970390319824],[-67.00537109375,-24.652950286865],[-66.6571731567383,-24.5788803100584],[-66.5741882324219,-24.895610809326]]]]}",0106000020E6100000010000000103000000010000000500000000000080BFA450C0CCFFFFBF46E538C00200008029BB50C0CEFFFF7F6BF838C00200000058C050C0C0FFFFBF27A738C0000000200FAA50C0C8FFFF7F319438C000000080BFA450C0CCFFFFBF46E538C0
8.661,8.638,7.962,8.553,8.944,8.159,7.789,7.975,8.349,9.243,10.012,9.459,8.85,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.1389770507813,-25.1359291076658],[-66.4901962280274,-25.2133293151853],[-66.5741882324219,-24.895610809326],[-66.2249832153321,-24.8189392089842],[-66.1389770507813,-25.1359291076658]]]]}",0106000020E6100000010000000103000000010000000500000002000000E58850C0CAFFFF3FCC2239C0020000605F9F50C0C0FFFFBF9C3639C000000080BFA450C0CCFFFFBF46E538C002000020668E50C0CCFFFFFFA5D138C002000000E58850C0CAFFFF3FCC2239C0
9.037,9.679,9.167,9.48,9.299,8.129,7.587,7.765,8.452,9.134,10.203,9.819,9.732,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.4901962280274,-25.2133293151853],[-66.8424682617188,-25.2888507843016],[-66.9244079589844,-24.970390319824],[-66.5741882324219,-24.895610809326],[-66.4901962280274,-25.2133293151853]]]]}",0106000020E61000000100000001030000000100000005000000020000605F9F50C0C0FFFFBF9C3639C000000000EBB550C0CAFFFF1FF24939C00200008029BB50C0CEFFFF7F6BF838C000000080BFA450C0CCFFFFBF46E538C0020000605F9F50C0C0FFFFBF9C3639C0
8.993,9.448,8.694,9.054,9.139,8.307,7.734,7.856,8.673,9.314,10.234,10.001,9.464,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.4051513671875,-25.5320701599119],[-66.7594909667969,-25.6083202362058],[-66.8424682617188,-25.2888507843016],[-66.4901962280274,-25.2133293151853],[-66.4051513671875,-25.5320701599119]]]]}",0106000020E6100000010000000103000000010000000500000002000000EE9950C0C6FFFFBF358839C0000000809BB050C0C6FFFFDFBA9B39C000000000EBB550C0CAFFFF1FF24939C0020000605F9F50C0C0FFFFBF9C3639C002000000EE9950C0C6FFFFBF358839C0
8.596,7.556,7.364,7.7,8.881,9.11,8.259,8.981,8.976,9.6,9.707,8.961,8.065,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.212158203125,-22.172029495239],[-66.5441589355469,-22.2465095520018],[-66.6232299804688,-21.9392890930174],[-66.2930297851562,-21.8654994964598],[-66.212158203125,-22.172029495239]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF938D50C0C4FFFF1F0A2C36C000000080D3A250C0D0FFFF3F1B3F36C002000000E3A750C0C4FFFF3F75F035C0FEFFFFFFC09250C0D8FFFF5F91DD35C0FEFFFFFF938D50C0C4FFFF1F0A2C36C0
8.756,7.647,7.662,7.781,9.17,9.192,8.368,9.038,9.208,9.813,10.012,9.143,8.048,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.5441589355469,-22.2465095520018],[-66.877082824707,-22.3192806243894],[-66.9543533325196,-22.0113697052],[-66.6232299804688,-21.9392890930174],[-66.5441589355469,-22.2465095520018]]]]}",0106000020E6100000010000000103000000010000000500000000000080D3A250C0D0FFFF3F1B3F36C00000002022B850C0C4FFFF5FBC5136C00200002014BD50C0CCFFFF1FE90236C002000000E3A750C0C4FFFF3F75F035C000000080D3A250C0D0FFFF3F1B3F36C0
8.595,7.794,7.575,7.832,8.854,8.873,7.999,8.863,8.937,9.373,9.64,9.017,8.392,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.1303100585937,-22.4795494079588],[-66.4641418457031,-22.5547409057615],[-66.5441589355469,-22.2465095520018],[-66.212158203125,-22.172029495239],[-66.1303100585937,-22.4795494079588]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF568850C0C6FFFFBFC37A36C000000080B49D50C0D0FFFF7F038E36C000000080D3A250C0D0FFFF3F1B3F36C0FEFFFFFF938D50C0C4FFFF1F0A2C36C0FEFFFFFF568850C0C6FFFFBFC37A36C0
8.758,7.821,7.834,8.017,8.996,9.01,8.295,8.987,9.108,9.692,9.915,9.076,8.346,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.4641418457031,-22.5547409057615],[-66.7989196777344,-22.6282005310057],[-66.877082824707,-22.3192806243894],[-66.5441589355469,-22.2465095520018],[-66.4641418457031,-22.5547409057615]]]]}",0106000020E6100000010000000103000000010000000500000000000080B49D50C0D0FFFF7F038E36C00200008021B350C0D8FFFFBFD1A036C00000002022B850C0C4FFFF5FBC5136C000000080D3A250C0D0FFFF3F1B3F36C000000080B49D50C0D0FFFF7F038E36C0
8.785,8.34,7.907,8.281,8.925,8.933,8.199,8.953,8.949,9.557,9.953,9.004,8.426,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.3831787109375,-22.8639793395994],[-66.7198181152344,-22.9381294250487],[-66.7989196777344,-22.6282005310057],[-66.4641418457031,-22.5547409057615],[-66.3831787109375,-22.8639793395994]]]]}",0106000020E6100000010000000103000000010000000500000000000000869850C0C6FFFFBF2DDD36C00000008011AE50C0D4FFFF3F29F036C00200008021B350C0D8FFFFBFD1A036C000000080B49D50C0D0FFFF7F038E36C000000000869850C0C6FFFFBF2DDD36C0
8.988,8.933,8.427,8.65,9.138,8.883,8.284,8.87,8.822,9.58,9.978,9.274,9.02,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.30126953125,-23.1742191314696],[-66.6397705078125,-23.2490806579588],[-66.7198181152344,-22.9381294250487],[-66.3831787109375,-22.8639793395994],[-66.30126953125,-23.1742191314696]]]]}",0106000020E6100000010000000103000000010000000500000002000000489350C0D6FFFF9F992C37C0FEFFFFFFF1A850C0C8FFFFBFC33F37C00000008011AE50C0D4FFFF3F29F036C000000000869850C0C6FFFFBF2DDD36C002000000489350C0D6FFFF9F992C37C0
9.11,9.214,8.579,8.797,9.249,8.871,8.296,8.857,8.714,9.608,10.165,9.691,9.283,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.2183837890625,-23.4854602813719],[-66.5587768554688,-23.5610408782957],[-66.6397705078125,-23.2490806579588],[-66.30126953125,-23.1742191314696],[-66.2183837890625,-23.4854602813719]]]]}",0106000020E6100000010000000103000000010000000500000000000000FA8D50C0CCFFFF1F477C37C002000000C3A350C0C0FFFF5FA08F37C0FEFFFFFFF1A850C0C8FFFFBFC33F37C002000000489350C0D6FFFF9F992C37C000000000FA8D50C0CCFFFF1F477C37C0
9.524,10.659,9.874,9.863,9.427,8.524,7.957,8.03,8.537,9.38,10.488,10.95,10.605,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.2756271362305,-25.0432891845701],[-67.6278381347657,-25.1142902374265],[-67.7047424316406,-24.7954692840575],[-67.3545837402344,-24.7251491546629],[-67.2756271362305,-25.0432891845701]]]]}",0106000020E61000000100000001030000000100000005000000000000E0A3D150C0C0FFFFFF140B39C0020000802EE850C0C0FFFF1F421D39C0FEFFFF7F1AED50C0D6FFFFDFA3CB38C000000080B1D650C0CEFFFF5FA3B938C0000000E0A3D150C0C0FFFFFF140B39C0
9.44,10.807,9.821,9.665,9.415,8.283,7.895,7.973,8.512,9.395,10.428,10.709,10.381,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.6278381347657,-25.1142902374265],[-67.9809875488282,-25.183380126953],[-68.0558166503906,-24.8638992309569],[-67.7047424316406,-24.7954692840575],[-67.6278381347657,-25.1142902374265]]]]}",0106000020E61000000100000001030000000100000005000000020000802EE850C0C0FFFF1F421D39C002000080C8FE50C0D8FFFFFFF12E39C000000080920351C0D8FFFF7F28DD38C0FEFFFF7F1AED50C0D6FFFFDFA3CB38C0020000802EE850C0C0FFFF1F421D39C0
9.414,10.525,9.971,9.655,9.295,8.37,7.889,7.96,8.522,9.259,10.459,10.777,10.296,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.1957397460938,-25.3624591827391],[-67.5499877929688,-25.4341506958006],[-67.6278381347657,-25.1142902374265],[-67.2756271362305,-25.0432891845701],[-67.1957397460938,-25.3624591827391]]]]}",0106000020E610000001000000010300000001000000050000000200000087CC50C0C6FFFF1FCA5C39C00000000033E350C0CCFFFF7F246F39C0020000802EE850C0C0FFFF1F421D39C0000000E0A3D150C0C0FFFFFF140B39C00200000087CC50C0C6FFFF1FCA5C39C0
9.503,10.925,10.204,9.813,9.716,8.144,7.6,7.531,8.521,9.545,10.782,10.822,10.442,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.5499877929688,-25.4341506958006],[-67.9052429199219,-25.5039100646971],[-67.9809875488282,-25.183380126953],[-67.6278381347657,-25.1142902374265],[-67.5499877929688,-25.4341506958006]]]]}",0106000020E610000001000000010300000001000000050000000000000033E350C0CCFFFF7F246F39C000000080EFF950C0D8FFFF3F008139C002000080C8FE50C0D8FFFFFFF12E39C0020000802EE850C0C0FFFF1F421D39C00000000033E350C0CCFFFF7F246F39C0
9.27,10.592,9.859,9.426,9.116,8.235,7.679,7.904,8.389,9.241,10.258,10.508,10.038,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.47119140625,-25.7550392150877],[-67.8285522460938,-25.8254909515379],[-67.9052429199219,-25.5039100646971],[-67.5499877929688,-25.4341506958006],[-67.47119140625,-25.7550392150877]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF27DE50C0C6FFFF3F4AC139C00000000007F550C0CCFFFF5F53D339C000000080EFF950C0D8FFFF3F008139C00000000033E350C0CCFFFF7F246F39C0FEFFFFFF27DE50C0C6FFFF3F4AC139C0
9.279,10.217,9.181,9.385,9.569,8.597,7.799,7.405,8.828,9.403,10.3,10.33,10.335,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.1643981933593,-24.0211505889891],[-67.5095825195313,-24.0919704437254],[-67.585693359375,-23.7769298553465],[-67.2424621582032,-23.7067794799803],[-67.1643981933593,-24.0211505889891]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F85CA50C0CEFFFF1F6A0538C0020000009DE050C0C4FFFF5F8B1738C0020000007CE550C0D2FFFFDFE4C637C00200008084CF50C0D0FFFF7FEFB437C0FEFFFF7F85CA50C0CEFFFF1F6A0538C0
9.335,10.226,9.191,9.45,9.286,8.569,8.029,8.097,8.618,9.24,10.295,10.414,10.606,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.4325637817383,-24.4080390930174],[-67.7807006835938,-24.4776897430418],[-67.855712890625,-24.160949707031],[-67.5095825195313,-24.0919704437254],[-67.4325637817383,-24.4080390930174]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF1FAFDB50C0D6FFFF3F756838C000000000F7F150C0D2FFFFDF497A38C0FEFFFFFFC3F650C0C0FFFFFF332938C0020000009DE050C0C4FFFF5F8B1738C0FEFFFF1FAFDB50C0D6FFFF3F756838C0
9.342,10.047,9.558,9.599,9.26,8.536,7.939,8.127,8.381,9.246,10.194,10.69,10.536,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.3545837402344,-24.7251491546629],[-67.7047424316406,-24.7954692840575],[-67.7807006835938,-24.4776897430418],[-67.4325637817383,-24.4080390930174],[-67.3545837402344,-24.7251491546629]]]]}",0106000020E6100000010000000103000000010000000500000000000080B1D650C0CEFFFF5FA3B938C0FEFFFF7F1AED50C0D6FFFFDFA3CB38C000000000F7F150C0D2FFFFDF497A38C0FEFFFF1FAFDB50C0D6FFFF3F756838C000000080B1D650C0CEFFFF5FA3B938C0
9.51,10.578,9.573,9.571,9.51,8.662,8.145,8.128,8.634,9.403,10.589,10.678,10.651,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.7047424316406,-24.7954692840575],[-68.0558166503906,-24.8638992309569],[-68.1297302246094,-24.5454502105711],[-67.7807006835938,-24.4776897430418],[-67.7047424316406,-24.7954692840575]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7F1AED50C0D6FFFFDFA3CB38C000000080920351C0D8FFFF7F28DD38C0000000804D0851C0C6FFFF9FA28B38C000000000F7F150C0D2FFFFDF497A38C0FEFFFF7F1AED50C0D6FFFFDFA3CB38C0
4.408,5.168,4.939,3.976,3.27,3.514,3.305,4.311,4.49,4.781,5.131,5.155,4.861,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.6784973144532,-27.5342006683348],[-65.0441589355469,-27.6218891143797],[-65.1413879394531,-27.2978191375731],[-64.7778625488281,-27.2109909057615],[-64.6784973144532,-27.5342006683348]]]]}",0106000020E61000000100000001030000000100000005000000020000806C2B50C0CEFFFF5FC1883BC002000080D34250C0C2FFFF1F349F3BC0000000800C4950C0D8FFFFDF3D4C3BC000000080C83150C0C0FFFF7F03363BC0020000806C2B50C0CEFFFF5FC1883BC0
5.265,6.535,6.421,5.328,3.899,4.185,3.523,4.434,4.69,5.269,6.157,6.112,6.63,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1196594238281,-27.4843502044676],[-63.4821815490723,-27.5807895660398],[-63.5892295837403,-27.2593193054198],[-63.228759765625,-27.1638202667235],[-63.1196594238281,-27.4843502044676]]]]}",0106000020E61000000100000001030000000100000005000000FCFFFFFF508F4FC0D6FFFF5FFE7B3BC000000020B8BD4FC0C2FFFF9FAE943BC0040000E06BCB4FC0D2FFFFBF62423BC0FCFFFFFF479D4FC0D6FFFF1FF0293BC0FCFFFFFF508F4FC0D6FFFF5FFE7B3BC0
5.225,6.528,6.551,5.314,4.039,4.135,3.506,4.393,4.585,5.165,5.99,6.038,6.46,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.0091896057129,-27.8057994842527],[-63.373779296875,-27.903179168701],[-63.4821815490723,-27.5807895660398],[-63.1196594238281,-27.4843502044676],[-63.0091896057129,-27.8057994842527]]]]}",0106000020E61000000100000001030000000100000005000000040000202D814FC0CCFFFFDF48CE3BC004000000D8AF4FC0C2FFFFBF36E73BC000000020B8BD4FC0C2FFFF9FAE943BC0FCFFFFFF508F4FC0D6FFFF5FFE7B3BC0040000202D814FC0CCFFFFDF48CE3BC0
4.713,5.552,5.109,4.5,3.572,3.803,3.594,4.437,4.664,5.08,5.416,5.605,5.235,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.5778503417968,-27.8583698272703],[-64.9456787109375,-27.9469203948973],[-65.0441589355469,-27.6218891143797],[-64.6784973144532,-27.5342006683348],[-64.5778503417968,-27.8583698272703]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFF7FFB2450C0D2FFFF1FBEDB3BC0FEFFFFFF853C50C0C6FFFF5F69F23BC002000080D34250C0C2FFFF1F349F3BC0020000806C2B50C0CEFFFF5FC1883BC0FEFFFF7FFB2450C0D2FFFF1FBEDB3BC0
5.462,7.08,6.734,5.358,4.359,4.058,3.825,4.509,4.861,5.353,6.157,6.72,6.532,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.4758911132812,-28.1834907531736],[-64.845947265625,-28.2729206085203],[-64.9456787109375,-27.9469203948973],[-64.5778503417968,-27.8583698272703],[-64.4758911132812,-28.1834907531736]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFF741E50C0CAFFFF3FF92E3CC000000000243650C0D0FFFF1FDE453CC0FEFFFFFF853C50C0C6FFFF5F69F23BC0FEFFFF7FFB2450C0D2FFFF1FBEDB3BC0FEFFFFFF741E50C0CAFFFF3FF92E3CC0
5.757,7.219,6.973,5.861,5.084,4.35,3.96,4.737,5.014,5.538,6.546,6.983,6.82,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.845947265625,-28.2729206085203],[-65.2172927856445,-28.360319137573],[-65.3148193359374,-28.0334701538084],[-64.9456787109375,-27.9469203948973],[-64.845947265625,-28.2729206085203]]]]}",0106000020E6100000010000000103000000010000000500000000000000243650C0D0FFFF1FDE453CC000000020E84D50C0C2FFFFDF3D5C3CC0FCFFFFFF255450C0C8FFFF7F91083CC0FEFFFFFF853C50C0C6FFFF5F69F23BC000000000243650C0D0FFFF1FDE453CC0
5.66,7.352,6.84,5.357,4.55,4.033,3.89,4.577,5.027,5.641,6.472,7.104,7.08,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.3726196289062,-28.5095500946043],[-64.744873046875,-28.5998706817626],[-64.845947265625,-28.2729206085203],[-64.4758911132812,-28.1834907531736],[-64.3726196289062,-28.5095500946043]]]]}",0106000020E61000000100000001030000000100000005000000FEFFFFFFD81750C0D6FFFFDF71823CC002000000AC2F50C0D8FFFF1F91993CC000000000243650C0D0FFFF1FDE453CC0FEFFFFFF741E50C0CAFFFF3FF92E3CC0FEFFFFFFD81750C0D6FFFFDF71823CC0
5.279,6.51,5.999,5.261,4.811,4.218,3.902,4.427,4.575,5.247,5.95,6.517,5.933,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.744873046875,-28.5998706817626],[-65.1184692382812,-28.6881408691404],[-65.2172927856445,-28.360319137573],[-64.845947265625,-28.2729206085203],[-64.744873046875,-28.5998706817626]]]]}",0106000020E6100000010000000103000000010000000500000002000000AC2F50C0D8FFFF1F91993CC0FEFFFFFF944750C0C0FFFFFF29B03CC000000020E84D50C0C2FFFFDF3D5C3CC000000000243650C0D0FFFF1FDE453CC002000000AC2F50C0D8FFFF1F91993CC0
5.235,6.643,6.382,5.229,4.115,4.183,3.494,4.497,4.589,5.029,6.028,6.124,6.507,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.4821815490723,-27.5807895660398],[-63.8460693359375,-27.6752891540525],[-63.9509887695312,-27.3528995513914],[-63.5892295837403,-27.2593193054198],[-63.4821815490723,-27.5807895660398]]]]}",0106000020E6100000010000000103000000010000000500000000000020B8BD4FC0C2FFFF9FAE943BC0FCFFFFFF4BEC4FC0CCFFFFBFDFAC3BC0FCFFFFFFB9F94FC0CCFFFF9F575A3BC0040000E06BCB4FC0D2FFFFBF62423BC000000020B8BD4FC0C2FFFF9FAE943BC0
4.734,5.985,5.908,4.458,3.409,3.718,3.281,4.154,4.372,4.715,5.569,5.583,5.661,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.373779296875,-27.903179168701],[-63.7398109436035,-27.9986000061033],[-63.8460693359375,-27.6752891540525],[-63.4821815490723,-27.5807895660398],[-63.373779296875,-27.903179168701]]]]}",0106000020E6100000010000000103000000010000000500000004000000D8AF4FC0C2FFFFBF36E73BC004000020B2DE4FC0D0FFFF3FA4FF3BC0FCFFFFFF4BEC4FC0CCFFFFBFDFAC3BC000000020B8BD4FC0C2FFFF9FAE943BC004000000D8AF4FC0C2FFFFBF36E73BC0
5.274,6.95,6.522,5.274,4.111,4.058,3.606,4.327,4.566,5.025,6.014,6.19,6.653,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.2640113830567,-28.2264709472654],[-63.6321411132813,-28.3228302001951],[-63.7398109436035,-27.9986000061033],[-63.373779296875,-27.903179168701],[-63.2640113830567,-28.2264709472654]]]]}",0106000020E6100000010000000103000000010000000500000004000020CBA14FC0C2FFFFFFF9393CC004000000EAD04FC0CCFFFFFFA4523CC004000020B2DE4FC0D0FFFF3FA4FF3BC004000000D8AF4FC0C2FFFFBF36E73BC004000020CBA14FC0C2FFFFFFF9393CC0
4.79,6.207,5.997,4.54,3.476,3.628,3.351,4.078,4.408,4.783,5.582,5.763,5.668,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.6321411132813,-28.3228302001951],[-64.001708984375,-28.4172000885008],[-64.107177734375,-28.0920391082762],[-63.7398109436035,-27.9986000061033],[-63.6321411132813,-28.3228302001951]]]]}",0106000020E6100000010000000103000000010000000500000004000000EAD04FC0CCFFFFFFA4523CC0FEFFFFFF1B0050C0CCFFFF9FCD6A3CC002000000DC0650C0D8FFFFDF8F173CC004000020B2DE4FC0D0FFFF3FA4FF3BC004000000EAD04FC0CCFFFFFFA4523CC0
5.391,6.963,6.587,5.499,4.244,4.119,3.722,4.321,4.603,5.212,6.325,6.339,6.765,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.1528015136719,-28.5506801605222],[-63.5231285095215,-28.6479892730711],[-63.6321411132813,-28.3228302001951],[-63.2640113830567,-28.2264709472654],[-63.1528015136719,-28.5506801605222]]]]}",0106000020E61000000100000001030000000100000005000000000000008F934FC0C4FFFF5FF98C3CC0040000E0F5C24FC0CCFFFF9FE2A53CC004000000EAD04FC0CCFFFFFFA4523CC004000020CBA14FC0C2FFFFFFF9393CC0000000008F934FC0C4FFFF5FF98C3CC0
